request_id,LOG_DATE,URL,REFERER,REMOTE_IP,HTTP_VERB,PORT,QUERY_STRING,HTTP_STATUS,SESSION_ID,REMOTE_USER,TIME_MILI,TIME_SEC,RESPONSE_BYTES,USER_AGENT,SERVER_IP,CONTENT_TYPE,PENTAHO_SECURITY,FILE_NAME,ROW_NUM,FILE_NAME_SHORT,FILE_PATH,YEAR,MONTH,DAY_MONTH,DAY_WEEK,DAY_YEAR,WEEK,one,two,thre,four,USER_NAME,five,six,seven,eight,nine,ROLE_NAMES,junk,browser_name,engine_name,os_name,device_name,os_version,browser_version,browser_major,plugin,HOUR,MINUTE,SECOND,enconding,FULL_URL,BASE_URL,IS_RESOURCE,IS_REPORT,IS_SERVLET,IS_SERVICE,IS_OTHER
11-51-239-68-66-56-223-248-237-32-253-247-95-249-60-28,[30/Aug/2018:04:27:31 +0100],/pentaho/api/repos/common-ui/resources/web/dojo/dijit/themes/pentaho/Toolbar.css                                                                                                                                                                                ,http://localhost:8080/pentaho/api/repos/common-ui/resources/web/dojo/dijit/themes/pentaho/pentaho.css                                                                                                                                                                                                                                                                                                                                                                                                                           ,0:0:0:0:0:0:0:1,GET         ,8080,                                                                                                                                                                                                                                                                ,200,3BAFADDF0D161393A133C7085D6932F3,-   ,17,0,2307,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0                                                  ,10.0.75.1      ,text/css                 ,"org.springframework.security.core.context.SecurityContextImpl@6908f005: Authentication: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@6908f005: Principal: org.springframework.security.core.userdetails.User@586034f: Username: admin; Password: [PROTECTED]; Enabled: true; AccountNonExpired: true; credentialsNonExpired: true; AccountNonLocked: true; Granted Authorities: Administrator,Authenticated; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.secu",C:\Pentaho\server\pentaho-server\tomcat\logs\http_access..2018-08-30.log                            ,192,http_access..2018-08-30.log                                                                         ,C:\Pentaho\server\pentaho-server\tomcat\logs                                                        ,2018,8,30,5,242,35,org.springframework.security.core.context.SecurityContextImpl@6908f005, Authentication, org.springframework.security.authentication.UsernamePasswordAuthenticationToken@6908f005, Principal                                        , org.springframework.security.core.userdetails.Use, Username, admin; Password, [PROTECTED]; Enabled, true; AccountNonExpired, true; credentialsNonExpired, true                                                                                                                                                                                                                                                           , AccountNonLocked,Firefox                                           ,Gecko                                             ,Windows                                           ,undefined                                         ,NT 10.0                                           ,61,61,api                                                                                                                             ,16,27,31,                         ,/pentaho/api/repos/common-ui/resources/web/dojo/dijit/themes/pentaho/Toolbar.cssnull                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,api/repos/common-ui/resources/web/dojo/dijit/themes/pentaho/Toolbar.css                                                                                                                                                                                         ,1,0,0,0,0
111-50-175-73-183-100-121-156-25-38-117-1-2-176-117-126,[30/Aug/2018:04:27:31 +0100],/pentaho/api/repos/common-ui/resources/web/dojo/dijit/themes/pentaho/Common.css                                                                                                                                                                                 ,http://localhost:8080/pentaho/api/repos/common-ui/resources/web/dojo/dijit/themes/pentaho/pentaho.css                                                                                                                                                                                                                                                                                                                                                                                                                           ,0:0:0:0:0:0:0:1,GET         ,8080,                                                                                                                                                                                                                                                                ,200,3BAFADDF0D161393A133C7085D6932F3,-   ,15,0,8858,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0                                                  ,10.0.75.1      ,text/css                 ,"org.springframework.security.core.context.SecurityContextImpl@6908f005: Authentication: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@6908f005: Principal: org.springframework.security.core.userdetails.User@586034f: Username: admin; Password: [PROTECTED]; Enabled: true; AccountNonExpired: true; credentialsNonExpired: true; AccountNonLocked: true; Granted Authorities: Administrator,Authenticated; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.secu",C:\Pentaho\server\pentaho-server\tomcat\logs\http_access..2018-08-30.log                            ,172,http_access..2018-08-30.log                                                                         ,C:\Pentaho\server\pentaho-server\tomcat\logs                                                        ,2018,8,30,5,242,35,org.springframework.security.core.context.SecurityContextImpl@6908f005, Authentication, org.springframework.security.authentication.UsernamePasswordAuthenticationToken@6908f005, Principal                                        , org.springframework.security.core.userdetails.Use, Username, admin; Password, [PROTECTED]; Enabled, true; AccountNonExpired, true; credentialsNonExpired, true                                                                                                                                                                                                                                                           , AccountNonLocked,Firefox                                           ,Gecko                                             ,Windows                                           ,undefined                                         ,NT 10.0                                           ,61,61,api                                                                                                                             ,16,27,31,                         ,/pentaho/api/repos/common-ui/resources/web/dojo/dijit/themes/pentaho/Common.cssnull                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,api/repos/common-ui/resources/web/dojo/dijit/themes/pentaho/Common.css                                                                                                                                                                                          ,1,0,0,0,0
112-159-83-201-133-118-243-89-77-78-111-235-220-68-129-69,[30/Aug/2018:04:27:31 +0100],/pentaho/content/common-ui/resources/web/dojo/dijit/form/nls/ComboBox.js                                                                                                                                                                                        ,http://localhost:8080/pentaho/api/repos/xanalyzer/editor?showFieldList=true&showFieldLayout=true&catalog=SteelWheels&cube=SteelWheelsSales&autoRefresh=true&showRepositoryButtons=                                                                                                                                                                                                                                                                                                                                              ,0:0:0:0:0:0:0:1,GET         ,8080,                                                                                                                                                                                                                                                                ,200,3BAFADDF0D161393A133C7085D6932F3,-   ,16,0,537,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0                                                  ,10.0.75.1      ,text/javascript          ,"org.springframework.security.core.context.SecurityContextImpl@6908f005: Authentication: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@6908f005: Principal: org.springframework.security.core.userdetails.User@586034f: Username: admin; Password: [PROTECTED]; Enabled: true; AccountNonExpired: true; credentialsNonExpired: true; AccountNonLocked: true; Granted Authorities: Administrator,Authenticated; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.secu",C:\Pentaho\server\pentaho-server\tomcat\logs\http_access..2018-08-30.log                            ,254,http_access..2018-08-30.log                                                                         ,C:\Pentaho\server\pentaho-server\tomcat\logs                                                        ,2018,8,30,5,242,35,org.springframework.security.core.context.SecurityContextImpl@6908f005, Authentication, org.springframework.security.authentication.UsernamePasswordAuthenticationToken@6908f005, Principal                                        , org.springframework.security.core.userdetails.Use, Username, admin; Password, [PROTECTED]; Enabled, true; AccountNonExpired, true; credentialsNonExpired, true                                                                                                                                                                                                                                                           , AccountNonLocked,Firefox                                           ,Gecko                                             ,Windows                                           ,undefined                                         ,NT 10.0                                           ,61,61,common-ui                                                                                                                       ,16,27,31,                         ,/pentaho/content/common-ui/resources/web/dojo/dijit/form/nls/ComboBox.jsnull                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,content/common-ui/resources/web/dojo/dijit/form/nls/ComboBox.js                                                                                                                                                                                                 ,1,0,0,0,0
114-178-158-116-72-59-82-28-49-41-171-117-58-184-107-96,[30/Aug/2018:04:27:31 +0100],/pentaho/plugin/pentaho-cdf/api/resources/js/compressed/components/ccc/config/cdf.vizApi.conf.js                                                                                                                                                                ,http://localhost:8080/pentaho/api/repos/xanalyzer/editor?showFieldList=true&showFieldLayout=true&catalog=SteelWheels&cube=SteelWheelsSales&autoRefresh=true&showRepositoryButtons=                                                                                                                                                                                                                                                                                                                                              ,0:0:0:0:0:0:0:1,GET         ,8080,                                                                                                                                                                                                                                                                ,200,3BAFADDF0D161393A133C7085D6932F3,-   ,19,0,53,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0                                                  ,10.0.75.1      ,text/javascript          ,"org.springframework.security.core.context.SecurityContextImpl@6908f005: Authentication: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@6908f005: Principal: org.springframework.security.core.userdetails.User@586034f: Username: admin; Password: [PROTECTED]; Enabled: true; AccountNonExpired: true; credentialsNonExpired: true; AccountNonLocked: true; Granted Authorities: Administrator,Authenticated; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.secu",C:\Pentaho\server\pentaho-server\tomcat\logs\http_access..2018-08-30.log                            ,248,http_access..2018-08-30.log                                                                         ,C:\Pentaho\server\pentaho-server\tomcat\logs                                                        ,2018,8,30,5,242,35,org.springframework.security.core.context.SecurityContextImpl@6908f005, Authentication, org.springframework.security.authentication.UsernamePasswordAuthenticationToken@6908f005, Principal                                        , org.springframework.security.core.userdetails.Use, Username, admin; Password, [PROTECTED]; Enabled, true; AccountNonExpired, true; credentialsNonExpired, true                                                                                                                                                                                                                                                           , AccountNonLocked,Firefox                                           ,Gecko                                             ,Windows                                           ,undefined                                         ,NT 10.0                                           ,61,61,plugin                                                                                                                          ,16,27,31,                         ,/pentaho/plugin/pentaho-cdf/api/resources/js/compressed/components/ccc/config/cdf.vizApi.conf.jsnull                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,plugin/pentaho-cdf/api/resources/js/compressed/components/ccc/config/cdf.vizApi.conf.js                                                                                                                                                                         ,1,0,0,0,0
114-179-164-133-168-163-86-221-35-12-97-69-201-138-104-138,[30/Aug/2018:04:27:06 +0100],/pentaho/CacheExpirationService                                                                                                                                                                                                                                 ,http://localhost:8080/pentaho/Login                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,0:0:0:0:0:0:0:1,GET         ,8080,                                                                                                                                                                                                                                                                ,200,E522AE91D38AADAB8EA265D7B2D25A40,-   ,8,0,1737,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0                                                  ,10.0.75.1      ,text/xml                 ,-                                                                                                                                                                                                                                                              ,C:\Pentaho\server\pentaho-server\tomcat\logs\http_access..2018-08-30.log                            ,8,http_access..2018-08-30.log                                                                         ,C:\Pentaho\server\pentaho-server\tomcat\logs                                                        ,2018,8,30,5,242,35,-,,,                                                  ,                                                  ,,,,,,                                                                                                                                                                                                                                                                ,,Firefox                                           ,Gecko                                             ,Windows                                           ,undefined                                         ,NT 10.0                                           ,61,61,CacheExpirationService                                                                                                          ,16,27,6,                         ,/pentaho/CacheExpirationServicenull                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,CacheExpirationService                                                                                                                                                                                                                                          ,0,0,0,0,0
115-142-16-179-53-4-108-55-196-16-0-47-92-44-51-92,[30/Aug/2018:04:27:18 +0100],/pentaho/mantle/home                                                                                                                                                                                                                                            ,http://localhost:8080/pentaho/Home                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,0:0:0:0:0:0:0:1,GET         ,8080,                                                                                                                                                                                                                                                                ,302,3BAFADDF0D161393A133C7085D6932F3,-   ,20,0,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0                                                  ,10.0.75.1      ,-                        ,"org.springframework.security.core.context.SecurityContextImpl@6908f005: Authentication: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@6908f005: Principal: org.springframework.security.core.userdetails.User@586034f: Username: admin; Password: [PROTECTED]; Enabled: true; AccountNonExpired: true; credentialsNonExpired: true; AccountNonLocked: true; Granted Authorities: Administrator,Authenticated; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.secu",C:\Pentaho\server\pentaho-server\tomcat\logs\http_access..2018-08-30.log                            ,55,http_access..2018-08-30.log                                                                         ,C:\Pentaho\server\pentaho-server\tomcat\logs                                                        ,2018,8,30,5,242,35,org.springframework.security.core.context.SecurityContextImpl@6908f005, Authentication, org.springframework.security.authentication.UsernamePasswordAuthenticationToken@6908f005, Principal                                        , org.springframework.security.core.userdetails.Use, Username, admin; Password, [PROTECTED]; Enabled, true; AccountNonExpired, true; credentialsNonExpired, true                                                                                                                                                                                                                                                           , AccountNonLocked,Firefox                                           ,Gecko                                             ,Windows                                           ,undefined                                         ,NT 10.0                                           ,61,61,mantle                                                                                                                          ,16,27,18,                         ,/pentaho/mantle/homenull                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,mantle/home                                                                                                                                                                                                                                                     ,0,0,0,0,0
116-136-151-124-231-226-226-94-86-47-143-153-170-123-155-109,[30/Aug/2018:04:27:19 +0100],/pentaho/content/common-ui/resources/themes/ruby/images/gettingStarted_welcome_graphic.png                                                                                                                                                                      ,http://localhost:8080/pentaho/content/common-ui/resources/themes/ruby/globalRuby.css                                                                                                                                                                                                                                                                                                                                                                                                                                            ,0:0:0:0:0:0:0:1,GET         ,8080,                                                                                                                                                                                                                                                                ,200,3BAFADDF0D161393A133C7085D6932F3,-   ,10,0,65671,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0                                                  ,10.0.75.1      ,image/png                ,"org.springframework.security.core.context.SecurityContextImpl@6908f005: Authentication: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@6908f005: Principal: org.springframework.security.core.userdetails.User@586034f: Username: admin; Password: [PROTECTED]; Enabled: true; AccountNonExpired: true; credentialsNonExpired: true; AccountNonLocked: true; Granted Authorities: Administrator,Authenticated; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.secu",C:\Pentaho\server\pentaho-server\tomcat\logs\http_access..2018-08-30.log                            ,106,http_access..2018-08-30.log                                                                         ,C:\Pentaho\server\pentaho-server\tomcat\logs                                                        ,2018,8,30,5,242,35,org.springframework.security.core.context.SecurityContextImpl@6908f005, Authentication, org.springframework.security.authentication.UsernamePasswordAuthenticationToken@6908f005, Principal                                        , org.springframework.security.core.userdetails.Use, Username, admin; Password, [PROTECTED]; Enabled, true; AccountNonExpired, true; credentialsNonExpired, true                                                                                                                                                                                                                                                           , AccountNonLocked,Firefox                                           ,Gecko                                             ,Windows                                           ,undefined                                         ,NT 10.0                                           ,61,61,common-ui                                                                                                                       ,16,27,19,                         ,/pentaho/content/common-ui/resources/themes/ruby/images/gettingStarted_welcome_graphic.pngnull                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,content/common-ui/resources/themes/ruby/images/gettingStarted_welcome_graphic.png                                                                                                                                                                               ,1,0,0,0,0
116-31-248-206-209-190-56-92-136-170-68-150-254-117-3-3,[30/Aug/2018:04:27:32 +0100],/pentaho/content/common-ui/resources/themes/ruby/images/more_menu.png                                                                                                                                                                                           ,http://localhost:8080/pentaho/content/common-ui/resources/themes/ruby/globalRuby.css                                                                                                                                                                                                                                                                                                                                                                                                                                            ,0:0:0:0:0:0:0:1,GET         ,8080,                                                                                                                                                                                                                                                                ,200,3BAFADDF0D161393A133C7085D6932F3,-   ,17,0,363,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0                                                  ,10.0.75.1      ,image/png                ,"org.springframework.security.core.context.SecurityContextImpl@6908f005: Authentication: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@6908f005: Principal: org.springframework.security.core.userdetails.User@586034f: Username: admin; Password: [PROTECTED]; Enabled: true; AccountNonExpired: true; credentialsNonExpired: true; AccountNonLocked: true; Granted Authorities: Administrator,Authenticated; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.secu",C:\Pentaho\server\pentaho-server\tomcat\logs\http_access..2018-08-30.log                            ,278,http_access..2018-08-30.log                                                                         ,C:\Pentaho\server\pentaho-server\tomcat\logs                                                        ,2018,8,30,5,242,35,org.springframework.security.core.context.SecurityContextImpl@6908f005, Authentication, org.springframework.security.authentication.UsernamePasswordAuthenticationToken@6908f005, Principal                                        , org.springframework.security.core.userdetails.Use, Username, admin; Password, [PROTECTED]; Enabled, true; AccountNonExpired, true; credentialsNonExpired, true                                                                                                                                                                                                                                                           , AccountNonLocked,Firefox                                           ,Gecko                                             ,Windows                                           ,undefined                                         ,NT 10.0                                           ,61,61,common-ui                                                                                                                       ,16,27,32,                         ,/pentaho/content/common-ui/resources/themes/ruby/images/more_menu.pngnull                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,content/common-ui/resources/themes/ruby/images/more_menu.png                                                                                                                                                                                                    ,1,0,0,0,0
117-165-175-75-220-110-44-198-231-141-121-222-150-184-80-29,[30/Aug/2018:04:27:18 +0100],/pentaho/content/default-plugin/resources/messages/messages.properties                                                                                                                                                                                          ,http://localhost:8080/pentaho/Home                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,0:0:0:0:0:0:0:1,GET         ,8080,                                                                                                                                                                                                                                                                ,200,3BAFADDF0D161393A133C7085D6932F3,-   ,9,0,121,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0                                                  ,10.0.75.1      ,text/plain               ,"org.springframework.security.core.context.SecurityContextImpl@6908f005: Authentication: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@6908f005: Principal: org.springframework.security.core.userdetails.User@586034f: Username: admin; Password: [PROTECTED]; Enabled: true; AccountNonExpired: true; credentialsNonExpired: true; AccountNonLocked: true; Granted Authorities: Administrator,Authenticated; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.secu",C:\Pentaho\server\pentaho-server\tomcat\logs\http_access..2018-08-30.log                            ,66,http_access..2018-08-30.log                                                                         ,C:\Pentaho\server\pentaho-server\tomcat\logs                                                        ,2018,8,30,5,242,35,org.springframework.security.core.context.SecurityContextImpl@6908f005, Authentication, org.springframework.security.authentication.UsernamePasswordAuthenticationToken@6908f005, Principal                                        , org.springframework.security.core.userdetails.Use, Username, admin; Password, [PROTECTED]; Enabled, true; AccountNonExpired, true; credentialsNonExpired, true                                                                                                                                                                                                                                                           , AccountNonLocked,Firefox                                           ,Gecko                                             ,Windows                                           ,undefined                                         ,NT 10.0                                           ,61,61,default-plugin                                                                                                                  ,16,27,18,                         ,/pentaho/content/default-plugin/resources/messages/messages.propertiesnull                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,content/default-plugin/resources/messages/messages.properties                                                                                                                                                                                                   ,1,0,0,0,0
118-174-238-87-131-128-135-45-212-78-114-206-99-34-149-197,[30/Aug/2018:04:27:15 +0100],/pentaho/content/data-access/resources/gwt/messages/LoginMessages_en.properties                                                                                                                                                                                 ,http://localhost:8080/pentaho/Home                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,0:0:0:0:0:0:0:1,GET         ,8080,                                                                                                                                                                                                                                                                ,200,3BAFADDF0D161393A133C7085D6932F3,-   ,6,0,518,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0                                                  ,10.0.75.1      ,text/plain               ,"org.springframework.security.core.context.SecurityContextImpl@6908f005: Authentication: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@6908f005: Principal: org.springframework.security.core.userdetails.User@586034f: Username: admin; Password: [PROTECTED]; Enabled: true; AccountNonExpired: true; credentialsNonExpired: true; AccountNonLocked: true; Granted Authorities: Administrator,Authenticated; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.secu",C:\Pentaho\server\pentaho-server\tomcat\logs\http_access..2018-08-30.log                            ,31,http_access..2018-08-30.log                                                                         ,C:\Pentaho\server\pentaho-server\tomcat\logs                                                        ,2018,8,30,5,242,35,org.springframework.security.core.context.SecurityContextImpl@6908f005, Authentication, org.springframework.security.authentication.UsernamePasswordAuthenticationToken@6908f005, Principal                                        , org.springframework.security.core.userdetails.Use, Username, admin; Password, [PROTECTED]; Enabled, true; AccountNonExpired, true; credentialsNonExpired, true                                                                                                                                                                                                                                                           , AccountNonLocked,Firefox                                           ,Gecko                                             ,Windows                                           ,undefined                                         ,NT 10.0                                           ,61,61,data-access                                                                                                                     ,16,27,15,                         ,/pentaho/content/data-access/resources/gwt/messages/LoginMessages_en.propertiesnull                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,content/data-access/resources/gwt/messages/LoginMessages_en.properties                                                                                                                                                                                          ,1,0,0,0,0
